mrxlocation,detectivelocation1,detectivelocation2,detectivelocation3,detectivelocation4,detectivelocation5,detective1taxi,detective1bus,detective1train,detective2taxi,detective2bus,detective2train,detective3taxi,detective3bus,detective3train,detective4taxi,detective4bus,detective4train,detective5taxi,detective5bus,detective5train,mrxtaxi,mrxbus,mrxtrain,mrxdouble,mrxsecret,turnsleft,newmrxlocation
124,82,128,105,131,139,8,4,4,8,4,4,6,6,4,6,7,3,9,7,0,18,12,8,0,3,15,109
109,108,130,89,81,153,6,5,4,5,7,3,8,4,3,7,4,4,8,7,0,20,13,9,0,3,14,110
110,139,105,100,67,124,4,7,3,5,5,4,6,4,4,8,4,2,8,6,0,22,14,10,0,3,13,98
98,81,77,89,153,111,5,4,4,8,5,0,5,4,4,3,7,3,8,4,1,23,16,11,0,3,12,99
99,67,64,111,112,96,5,4,3,4,4,4,3,7,2,7,4,1,7,5,0,25,16,13,0,3,11,80
80,63,97,99,79,110,3,4,4,6,5,0,6,4,1,5,4,2,2,7,2,28,16,14,0,3,10,100
166,117,155,91,112,174,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,185
104,53,50,123,174,138,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,142
142,38,150,40,124,161,10,8,4,10,8,4,10,8,4,11,7,4,10,8,4,7,3,3,1,5,22,140
140,128,52,138,24,109,10,7,4,9,8,4,9,8,4,9,8,4,10,7,4,11,3,2,0,5,20,132
132,97,124,13,67,140,9,7,4,8,8,4,8,8,4,9,7,4,10,7,3,14,4,3,0,4,19,114
114,78,77,89,52,153,8,7,4,8,7,4,9,7,3,8,7,4,10,7,2,14,6,5,0,4,18,132
132,88,51,124,167,79,8,7,3,7,7,4,8,6,4,9,7,2,7,7,4,17,7,5,0,4,17,140
140,130,52,89,153,67,7,6,4,6,7,4,7,7,3,8,7,2,7,7,3,20,7,6,0,4,16,133
133,102,185,13,105,139,7,6,3,8,7,1,6,6,4,7,6,3,6,6,4,21,10,7,0,3,15,141
141,108,67,127,140,170,7,5,3,6,6,3,7,5,3,5,6,4,7,7,1,23,12,8,0,2,14,142
142,128,133,185,111,135,5,6,3,6,5,3,6,7,1,6,6,2,7,4,3,24,13,10,0,2,13,134
134,140,170,67,161,108,6,4,3,5,7,1,6,6,1,5,5,3,7,3,3,25,16,11,0,1,12,127
127,135,117,157,102,126,4,5,3,6,3,3,4,7,1,6,5,1,5,4,3,28,17,11,0,1,11,134
134,127,115,129,133,116,4,4,3,5,5,1,3,5,3,4,6,1,5,3,3,31,18,11,0,1,10,141
127,155,94,117,141,50,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,127
35,29,91,50,112,117,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,82
172,155,174,26,50,53,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,198
198,15,49,54,161,156,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,158
158,128,70,26,66,140,10,7,4,9,8,4,9,8,4,9,8,4,9,8,4,9,4,3,0,5,20,157
157,67,39,71,187,153,8,8,4,8,8,4,8,8,4,10,6,4,9,8,3,11,5,4,0,5,19,142
142,154,55,185,52,25,9,7,3,7,8,4,10,5,4,8,7,4,7,8,4,13,8,4,0,4,18,134
134,14,71,13,156,128,6,8,4,6,8,4,8,6,4,9,6,3,10,5,3,15,10,5,0,3,17,118
118,25,67,89,142,140,5,8,4,8,6,3,5,8,4,10,4,3,8,6,3,17,11,6,0,3,16,116
116,88,102,39,133,129,4,8,4,8,5,3,4,8,4,8,5,3,9,4,3,19,13,6,0,3,15,108
108,51,117,86,142,127,3,8,4,3,8,4,8,4,3,8,4,3,8,4,3,22,14,6,0,3,14,135
135,128,116,108,67,115,7,4,3,8,3,3,2,8,4,2,8,4,7,4,3,26,15,6,0,2,13,129
129,102,108,117,13,143,6,4,3,8,2,3,1,8,4,2,8,3,6,4,3,29,16,7,0,1,12,118
118,142,89,117,116,127,5,4,3,2,8,2,7,2,3,0,8,4,6,3,3,31,17,8,0,1,11,134
166,123,117,103,29,94,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,183
183,77,86,129,55,165,11,7,4,10,8,4,10,8,4,11,7,4,11,7,4,5,6,3,2,5,23,167
167,123,89,118,102,124,11,6,4,11,6,4,9,8,4,10,7,4,11,6,4,5,10,3,2,5,22,185
185,127,142,144,111,140,10,6,4,8,8,4,11,5,4,10,6,4,11,6,3,6,12,3,1,5,20,167
167,124,89,122,116,157,10,5,4,11,6,2,11,4,4,10,5,4,8,7,4,6,16,4,0,3,18,183
183,170,121,127,140,153,7,7,4,10,4,4,9,5,4,11,6,1,10,4,4,8,17,5,0,3,17,196
196,122,134,167,185,133,9,4,4,8,5,4,9,4,4,6,7,4,10,6,1,12,17,5,0,3,16,197
197,140,141,123,184,183,9,6,1,7,5,4,9,3,4,5,7,4,8,4,4,15,18,5,0,3,15,195
195,148,185,133,196,153,8,3,4,5,6,4,6,5,4,7,4,4,9,6,0,17,19,6,0,3,14,182
182,149,197,184,157,167,7,3,4,6,4,4,5,5,4,6,4,4,8,6,0,19,21,6,0,3,13,181
181,170,183,180,195,165,5,4,4,7,6,0,5,4,4,5,4,4,6,3,4,22,22,6,0,3,12,166
127,174,103,112,117,53,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,126
126,54,116,102,125,173,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,126
126,160,131,115,142,55,9,8,4,9,8,4,9,8,4,10,7,4,9,8,4,10,4,3,0,4,20,140
140,89,127,143,114,118,9,7,4,8,8,4,8,8,4,8,8,4,9,7,4,13,5,3,0,4,19,139
139,128,134,126,132,140,7,8,4,8,7,4,7,8,4,7,8,4,9,7,3,16,5,4,0,4,18,130
130,127,139,114,142,161,6,8,4,8,7,3,6,8,4,7,7,4,7,7,4,19,6,4,0,4,17,124
124,128,157,131,133,140,7,6,4,7,6,4,5,8,4,6,7,4,7,7,3,20,9,4,0,4,16,111
111,157,156,132,125,89,6,6,4,7,5,4,6,7,3,4,8,4,7,6,3,21,11,5,0,4,15,79
79,131,114,67,140,185,3,8,4,5,7,3,7,6,2,6,5,4,6,5,4,24,12,6,0,3,14,62
62,132,153,130,184,13,4,7,3,6,5,3,2,8,4,6,4,4,7,6,1,25,13,8,0,3,13,61
61,46,124,140,111,180,7,6,0,1,8,4,3,7,3,6,5,2,6,3,4,26,14,10,0,3,12,60
60,165,153,111,79,78,5,3,4,3,7,2,1,7,4,6,5,1,7,5,0,26,16,12,0,3,11,45
45,124,191,163,46,61,3,6,2,5,2,4,1,7,3,6,5,0,6,5,0,26,18,14,0,3,10,32
32,179,111,62,77,58,4,2,4,1,7,2,5,5,0,3,5,2,6,4,0,27,20,15,0,3,9,33
33,165,79,44,76,61,3,2,4,1,7,1,5,4,0,2,5,2,4,5,0,30,20,16,0,3,8,21
21,123,61,60,58,93,3,1,4,1,5,2,3,5,0,4,4,0,1,7,0,32,21,17,0,3,7,10
10,122,94,45,46,1,2,1,4,1,6,0,2,5,0,0,5,2,4,3,0,34,23,17,0,3,6,2
2,123,77,9,46,34,1,1,4,1,5,0,3,3,0,1,5,0,0,4,2,36,25,17,0,3,5,10
10,148,124,33,22,20,0,1,4,1,4,0,0,5,0,0,3,2,2,3,0,38,27,17,0,3,4,21
21,2,109,34,148,33,1,3,0,0,4,0,0,2,2,0,1,4,0,5,0,39,28,17,0,3,3,10
127,174,53,103,117,29,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,140
140,54,129,41,85,161,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,139
139,128,52,84,55,143,10,7,4,10,7,4,9,8,4,9,8,4,9,8,4,8,5,3,0,5,20,130
130,85,160,71,67,89,8,8,4,8,8,4,8,8,4,10,6,4,10,7,3,10,6,4,0,5,19,131
131,143,55,84,89,128,7,8,4,7,8,4,7,8,4,10,6,3,10,7,2,12,6,6,0,5,18,125
125,185,89,13,129,67,10,7,1,7,7,4,10,6,2,6,8,4,6,8,4,13,7,8,0,5,17,112
112,142,89,67,184,102,5,8,4,10,6,1,7,7,3,9,7,1,6,7,4,14,8,10,0,5,16,100
100,67,65,116,140,156,6,6,4,7,6,3,5,7,4,10,6,0,9,6,1,13,12,11,0,5,15,81
81,142,82,63,157,79,5,6,4,10,5,0,7,5,3,8,6,1,6,6,3,14,15,12,0,4,14,64
64,185,100,140,111,128,8,5,1,7,4,3,10,4,0,6,6,2,4,6,4,14,18,13,0,4,13,65
65,154,185,153,80,79,10,3,0,4,6,3,8,5,0,6,4,3,6,6,1,14,19,16,0,4,12,66
66,128,139,140,67,100,4,6,2,7,5,0,9,3,0,6,6,0,5,4,3,16,19,18,0,4,11,49
49,81,89,140,65,82,4,4,3,4,6,1,6,5,0,6,5,0,9,2,0,17,21,19,0,4,10,36
36,13,64,35,82,66,4,6,0,3,4,3,5,5,0,6,4,0,8,2,0,19,22,20,0,4,9,37
37,65,49,22,67,14,2,4,3,7,2,0,4,5,0,6,3,0,4,5,0,21,24,20,0,4,8,24
24,67,82,25,50,23,2,3,3,6,2,0,3,5,0,6,2,0,3,5,0,23,26,20,0,4,7,13
51,26,155,29,91,123,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,82
45,155,29,138,123,174,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,58
58,161,144,124,55,167,10,8,4,11,7,4,10,8,4,11,7,4,10,8,4,5,5,3,1,5,22,96
96,168,71,111,163,128,9,8,4,10,7,4,10,7,4,11,6,4,10,7,4,7,7,3,0,4,20,109
109,55,184,89,79,146,9,7,4,8,8,4,10,7,3,10,7,3,10,6,4,9,7,5,0,4,19,124
124,89,168,140,145,78,9,6,4,7,8,4,10,7,2,9,6,4,10,6,3,10,9,6,0,4,18,130
130,167,144,82,97,67,6,8,4,8,6,4,10,6,2,9,6,3,9,6,3,13,10,7,0,3,17,139
139,82,96,163,153,140,9,5,3,8,6,3,8,5,4,5,8,4,10,5,2,14,13,7,0,3,16,130
130,111,109,140,132,154,8,5,3,7,6,3,9,4,3,9,5,2,5,7,4,15,15,8,0,3,15,131
131,140,110,126,139,124,8,5,2,6,6,3,8,4,3,4,7,4,7,5,3,19,15,8,0,3,14,125
125,153,111,114,130,82,3,7,4,5,6,3,7,4,3,6,5,3,8,4,2,22,16,8,0,3,13,112
104,138,141,26,91,94,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,117
117,77,105,142,124,15,11,7,4,10,8,4,10,8,4,10,8,4,10,8,4,6,4,3,1,5,22,115
115,111,107,78,5,128,10,7,4,10,7,4,10,7,4,9,8,4,9,8,4,8,6,3,0,4,20,126
126,15,79,142,105,100,8,8,4,10,6,4,8,8,4,10,6,4,10,6,4,9,9,3,0,4,19,114
114,116,111,41,108,81,8,7,4,10,6,3,8,7,4,9,6,4,9,6,4,10,11,4,0,4,18,132
132,82,29,116,153,142,8,6,4,8,6,4,9,5,4,10,6,2,8,6,4,10,14,5,0,4,17,114
114,141,55,127,124,100,7,6,4,8,5,4,8,5,4,10,5,2,8,5,4,11,17,5,0,4,16,131
131,89,130,134,113,126,8,4,4,9,5,2,6,6,4,7,5,4,7,5,4,14,18,5,0,4,15,125
125,100,118,124,67,127,6,5,4,5,6,4,8,5,2,8,4,3,6,5,4,17,18,6,0,4,14,131
131,138,111,134,65,102,7,5,2,6,4,4,4,6,4,8,3,3,6,4,4,18,21,6,0,4,13,125
125,127,86,124,79,67,3,6,4,6,3,4,6,5,2,6,4,3,8,2,3,19,23,7,0,4,12,112
112,102,77,116,111,133,8,1,3,6,4,2,6,2,4,6,4,2,2,6,4,19,26,8,0,4,11,125
125,96,142,157,127,100,5,4,2,6,1,4,2,5,4,8,0,3,6,3,2,19,30,8,0,4,10,131
131,133,185,116,97,80,7,0,3,2,4,4,6,0,4,4,4,2,5,3,2,21,32,8,0,4,9,130
130,100,117,98,127,153,4,3,2,5,0,4,3,4,2,6,0,3,2,4,3,24,32,9,0,4,8,131
131,126,88,112,124,99,5,0,3,4,0,4,3,3,2,2,3,3,2,4,2,27,33,9,0,4,7,130
127,29,94,174,117,103,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,140
140,102,88,161,95,55,10,8,4,10,8,4,10,8,4,10,8,4,11,7,4,8,2,3,1,5,22,140
140,29,94,89,67,128,11,6,4,9,8,4,9,8,4,10,7,4,10,7,4,10,5,1,0,5,20,126
126,188,75,88,41,52,9,7,4,8,8,4,8,8,4,11,5,4,10,6,4,13,7,1,0,4,19,114
114,52,89,58,128,86,11,4,4,7,8,4,7,8,4,8,7,4,10,5,4,15,9,1,0,4,18,132
132,104,89,46,13,67,9,5,4,8,7,3,7,7,4,7,8,3,11,3,4,15,11,3,0,4,17,114
114,52,116,140,34,102,7,7,3,8,5,4,8,7,2,7,6,4,11,2,4,15,14,4,0,4,16,131
131,63,82,104,67,115,7,5,4,8,6,2,7,5,4,7,6,3,10,2,4,16,17,4,0,4,15,125
125,86,114,111,100,140,6,5,4,9,2,4,7,6,2,7,4,4,8,5,2,17,19,5,0,4,14,112
112,101,124,102,126,115,6,4,4,7,5,2,6,4,4,7,5,2,8,2,4,19,21,5,0,4,13,99
99,103,114,100,127,153,5,4,4,7,2,4,5,4,4,6,5,2,7,4,2,22,22,5,0,4,12,98
98,102,163,86,113,111,6,4,2,7,4,1,4,4,4,6,2,4,5,3,4,23,24,6,0,4,11,97
97,67,103,100,111,110,6,3,2,3,4,4,5,2,4,7,4,0,4,3,4,25,25,7,0,4,10,78
78,100,80,102,109,13,7,3,0,4,2,4,2,4,4,3,3,4,6,3,1,27,26,8,0,4,9,77
77,127,80,124,63,46,2,3,4,6,3,0,2,3,4,3,2,4,6,3,0,30,27,9,0,3,8,95
95,126,79,34,99,111,1,3,4,3,1,4,6,2,0,5,3,0,2,2,4,32,30,9,0,2,7,77
77,48,110,140,46,153,5,2,0,4,3,0,0,3,4,3,1,3,2,2,3,34,30,11,0,2,6,95
95,58,153,62,109,124,3,0,3,0,3,3,4,2,0,3,3,0,2,1,3,36,32,12,0,1,5,122
122,75,47,97,111,123,2,0,3,3,2,0,2,3,0,0,3,2,1,1,3,39,32,13,0,1,4,121
121,144,62,74,124,98,1,0,3,2,2,0,1,0,3,0,2,2,1,3,0,41,34,13,0,1,3,122
122,97,61,111,177,58,0,3,0,1,2,0,0,1,2,0,0,3,0,0,3,44,35,13,0,1,2,121
121,79,78,97,177,58,0,1,1,0,2,0,0,3,0,0,0,3,0,0,3,44,35,14,0,1,1,145
172,112,103,29,138,155,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,143
143,150,55,167,102,111,10,8,4,11,7,4,10,8,4,10,8,4,10,8,4,6,4,3,1,5,22,141
141,67,155,71,138,127,10,8,3,9,8,4,10,7,4,9,8,4,10,7,4,8,5,4,0,4,20,142
142,152,116,89,154,82,8,8,4,9,7,4,9,7,4,8,8,4,10,7,3,11,6,4,0,4,19,134
134,67,140,118,153,155,10,6,3,9,7,3,8,7,4,7,8,4,7,8,4,14,7,5,0,3,18,127
127,153,167,13,129,156,9,7,2,6,8,4,10,6,2,7,7,4,6,8,4,16,7,7,0,3,17,126
126,154,153,117,140,67,6,7,4,5,8,4,6,7,4,9,7,1,10,6,1,17,8,9,0,3,16,114
114,126,184,155,108,79,8,7,1,5,7,4,5,7,4,5,7,4,10,6,0,19,9,10,0,3,15,101
101,116,156,63,153,115,5,6,4,4,7,4,9,6,0,5,6,4,7,7,1,21,11,10,0,3,14,82
82,111,127,157,118,65,5,6,3,6,7,1,4,6,4,4,6,4,9,5,0,22,13,11,0,3,13,140
140,102,142,185,63,100,6,6,1,3,6,4,4,5,4,9,4,0,5,5,3,23,16,11,0,3,12,89
89,65,128,153,111,86,9,3,0,2,6,4,4,5,3,5,4,3,6,5,1,24,19,11,0,3,11,13
13,116,22,161,67,140,6,4,1,9,2,0,2,5,4,5,4,2,4,5,2,24,22,13,0,2,10,46
46,104,128,23,107,13,5,4,1,4,5,1,9,1,0,2,4,4,5,4,1,25,24,15,0,1,9,58
58,106,13,89,86,14,1,4,4,9,0,0,4,5,0,4,4,1,5,3,1,27,25,16,0,1,8,75
75,15,107,23,105,52,5,2,1,0,4,4,8,0,0,4,4,0,4,3,1,28,28,16,0,1,7,94
94,108,22,161,14,67,4,3,0,7,0,0,0,3,4,5,1,1,4,2,1,28,32,16,0,1,6,95
95,117,199,34,13,111,3,3,0,0,2,4,6,0,0,5,0,1,4,2,0,29,34,17,0,1,5,122
122,22,108,128,46,124,5,0,0,2,3,0,0,1,4,5,0,0,3,2,0,31,35,18,0,1,4,146
146,105,34,61,109,89,2,2,0,4,0,0,4,0,0,2,2,0,0,1,3,34,36,19,0,0,3,145
145,72,48,124,140,76,2,1,0,3,0,0,1,2,0,0,1,2,3,0,0,36,37,20,0,0,2,121
121,42,154,63,61,111,2,0,0,0,0,2,2,0,0,2,0,0,1,1,0,37,40,20,0,0,1,145
104,174,103,53,91,123,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,116
116,105,40,165,85,161,10,8,4,10,8,4,11,7,4,10,8,4,10,8,4,7,4,3,2,5,23,129
127,117,138,53,103,174,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,115
115,69,124,86,161,108,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,126
126,135,128,116,153,52,10,7,4,10,7,4,10,7,4,10,7,4,9,8,4,6,7,3,0,5,20,115
115,139,140,108,86,127,9,7,4,10,7,3,10,6,4,9,7,4,10,6,4,6,10,4,0,5,19,157
157,105,154,132,116,126,10,5,4,8,7,4,9,7,3,9,6,4,9,6,4,9,12,4,0,4,18,194
194,153,140,104,107,114,8,6,4,8,7,3,8,6,4,10,4,4,8,6,4,12,14,4,0,3,17,195
195,132,161,116,153,184,7,6,4,10,3,4,7,6,4,8,7,2,8,5,4,13,16,5,0,3,16,194
194,160,166,140,197,142,9,3,4,7,7,2,6,6,4,7,5,4,7,5,4,16,17,5,0,3,15,192
192,157,153,128,195,183,7,4,4,6,6,3,8,3,4,6,5,4,6,7,2,19,18,6,0,2,14,191
191,89,182,185,180,166,8,3,3,5,5,4,7,3,4,6,5,3,5,7,2,20,20,7,0,2,13,179
179,140,153,181,193,195,8,3,2,7,3,3,4,7,2,5,5,3,4,5,4,22,20,9,0,2,12,165
165,194,180,139,163,197,4,5,3,3,7,2,7,3,2,7,3,2,3,5,4,25,20,10,0,2,11,123
123,184,130,192,191,153,2,5,4,6,3,2,3,5,3,7,2,2,3,6,2,28,22,10,0,1,10,148
148,190,153,166,124,178,2,5,3,2,4,4,2,6,2,5,3,2,6,2,2,31,23,10,0,1,9,149
149,192,153,111,123,164,1,5,3,1,6,2,2,4,3,5,2,2,5,2,2,33,24,11,0,1,8,150
150,122,147,153,191,124,4,2,2,4,2,2,2,4,2,0,5,3,1,5,2,35,25,12,0,1,7,151
151,146,163,111,123,166,3,2,2,0,4,3,0,5,2,3,2,2,1,4,2,38,26,12,0,1,6,152
152,163,144,124,151,165,2,2,2,0,3,3,0,4,2,0,4,2,3,1,2,39,29,12,0,1,5,138
138,123,111,149,153,151,0,2,3,0,3,2,2,1,2,2,2,1,0,4,2,39,31,13,0,1,4,152
166,141,138,50,174,26,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,183
183,161,15,49,158,152,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,3,3,2,5,23,182
182,157,66,14,128,138,9,8,4,9,8,4,10,7,4,10,7,4,9,8,4,10,5,3,2,5,22,182
182,150,142,13,82,156,8,8,4,10,6,4,10,6,4,8,8,4,8,8,4,11,7,3,1,5,20,182
182,140,89,157,184,149,8,7,4,10,6,3,10,5,4,8,7,4,7,8,4,10,10,4,0,5,18,195
195,140,165,170,154,197,10,6,2,6,8,4,9,5,4,8,6,4,7,7,4,12,11,5,0,5,17,182
182,153,185,195,156,180,8,5,4,8,5,4,6,7,4,9,6,2,6,7,4,14,13,5,0,5,16,183
183,197,155,153,184,181,5,7,4,8,6,2,8,5,3,8,4,4,5,7,4,16,14,6,0,5,15,166
106,94,117,53,103,112,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,106
106,111,85,54,129,77,10,8,4,10,8,4,10,8,4,10,8,4,11,7,4,6,4,3,1,5,22,108
108,78,118,41,103,153,11,6,4,9,8,4,9,8,4,9,8,4,10,8,3,7,5,4,0,5,20,115
115,102,140,87,116,97,8,8,4,10,8,2,9,7,4,8,8,4,10,6,4,10,6,5,0,4,19,157
157,105,78,67,153,117,9,6,4,9,6,4,8,7,4,10,8,1,7,8,4,12,8,6,0,3,18,115
115,124,13,79,108,90,10,7,1,8,7,3,9,5,4,6,8,4,8,6,4,14,10,7,0,2,17,127
127,111,72,67,130,135,9,5,3,7,6,4,8,7,2,9,7,1,6,7,4,15,11,9,0,2,16,115
115,23,71,128,153,131,8,6,2,6,6,4,6,6,4,9,5,2,8,7,1,16,13,10,0,2,15,157
157,140,114,142,70,13,9,5,1,7,7,1,6,5,4,5,6,4,8,5,2,18,15,11,0,1,14,194
194,87,126,118,128,52,4,6,4,6,7,1,5,5,4,9,5,0,8,4,2,21,16,12,0,0,13,195
195,187,86,116,140,67,9,4,0,4,5,4,4,5,4,5,7,1,8,3,2,22,19,12,0,0,12,182
182,142,52,185,154,111,4,4,4,4,4,4,9,3,0,5,6,1,8,3,1,21,23,13,0,0,11,183
183,153,184,67,128,163,4,6,1,8,3,0,4,3,4,4,3,4,8,3,0,22,25,14,0,0,10,182
182,79,196,177,187,180,4,3,3,7,3,0,7,3,0,4,2,4,4,5,1,23,27,15,0,0,9,195
195,111,153,185,163,197,4,3,2,4,4,1,4,1,4,6,3,0,6,3,0,24,29,16,0,0,8,182
182,191,184,153,196,166,6,2,0,3,1,4,4,3,1,5,3,0,3,4,1,26,30,17,0,0,7,195
195,181,184,196,183,192,2,4,1,4,2,1,2,1,4,4,3,0,5,2,0,29,31,17,0,0,6,194
132,50,26,103,141,117,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,139
139,133,86,37,88,15,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,7,3,3,1,5,22,185
185,41,89,23,140,104,10,7,4,9,8,4,9,8,4,9,8,4,9,8,4,10,4,3,0,4,20,170
170,86,22,140,139,52,8,8,4,9,7,4,9,8,3,8,8,4,10,6,4,12,6,4,0,3,19,159
159,139,23,130,102,67,8,8,3,8,7,4,7,8,4,8,7,4,10,5,4,14,8,4,0,3,18,170
170,13,131,153,111,83,8,6,4,6,8,4,7,8,3,10,5,3,7,7,4,16,9,5,0,3,17,157
157,163,102,130,67,180,10,5,2,6,7,4,5,8,4,8,6,3,7,7,3,17,10,7,0,3,16,194
194,82,139,86,153,165,8,5,3,4,8,4,6,6,4,10,5,1,7,6,3,18,13,8,0,2,15,195
195,180,65,154,163,104,6,6,3,7,5,3,3,8,4,10,5,0,5,6,4,22,13,9,0,1,14,182
182,144,67,116,156,153,10,4,0,7,4,3,4,6,4,3,7,4,6,5,3,22,17,9,0,1,13,181
181,111,155,122,166,127,7,4,2,2,7,4,10,3,0,5,5,3,4,5,4,23,19,10,0,1,12,180
180,133,153,168,123,163,4,4,4,4,5,3,1,7,4,10,2,0,7,4,1,24,21,11,0,1,11,181
181,191,157,180,165,184,7,3,1,4,3,4,4,4,3,10,1,0,0,7,4,25,25,11,0,0,10,166
166,156,180,185,192,193,0,6,4,10,0,0,4,2,4,6,3,1,3,4,3,26,28,11,0,0,9,151
151,180,154,181,153,194,2,4,3,0,5,4,9,0,0,4,2,3,5,3,1,28,29,12,0,0,8,150
150,140,192,166,184,182,0,4,4,4,3,1,3,2,3,2,3,3,8,0,0,30,31,12,0,0,7,149
149,185,154,151,183,191,2,2,3,0,3,4,2,2,3,7,0,0,3,3,1,32,33,12,0,0,6,123
123,184,196,153,165,178,2,1,3,6,0,0,0,2,4,1,2,3,2,3,1,34,35,12,0,0,5,122
122,153,183,124,164,123,2,0,3,5,0,0,0,1,4,1,3,1,1,1,3,35,38,12,0,0,4,95
95,77,148,166,144,111,0,0,4,0,3,1,4,0,0,1,0,3,2,0,2,36,40,13,0,0,3,94
94,145,153,163,77,148,0,0,3,3,0,0,2,0,1,0,0,4,0,3,1,37,40,14,0,0,2,93
93,153,166,145,77,148,2,0,0,2,0,0,0,0,3,0,0,4,0,3,1,38,39,15,0,0,1,79
172,50,155,26,103,174,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,159
159,102,15,167,37,173,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,3,3,2,5,23,170
170,160,23,153,14,83,9,8,4,9,8,4,9,8,4,10,7,4,9,8,4,11,4,3,2,5,22,194
194,15,101,13,161,185,9,7,4,8,8,4,8,8,4,8,8,4,9,8,3,14,4,4,1,4,20,195
195,14,135,89,157,100,9,6,4,7,8,4,8,8,3,9,7,3,7,8,4,15,6,5,1,4,19,195
195,140,13,113,133,161,8,8,2,9,5,4,6,8,4,9,6,3,6,8,4,15,8,6,0,4,17,182
182,140,100,23,107,139,8,6,3,5,8,4,9,4,4,6,7,4,7,8,2,17,10,6,0,4,16,195
195,161,67,154,111,153,6,6,4,9,3,4,6,8,2,5,7,4,8,6,2,17,13,7,0,4,15,182
182,163,89,167,199,140,5,7,3,9,3,3,7,6,2,6,5,4,6,7,2,17,15,9,0,4,14,181
181,188,183,140,156,153,5,5,4,6,6,2,9,3,2,6,6,2,5,7,2,18,16,11,0,4,13,193
193,187,133,166,184,163,4,5,4,8,3,2,5,6,2,6,5,2,5,7,1,20,17,12,0,4,12,194
194,197,157,153,185,191,5,5,2,8,2,2,4,6,2,4,4,4,5,6,1,21,20,12,0,4,11,193
193,184,170,180,195,192,4,3,4,7,2,2,4,5,2,4,5,2,4,6,1,24,22,12,0,3,10,181
106,53,141,123,50,174,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,87
87,54,38,175,133,149,10,8,4,10,8,4,10,8,4,10,8,4,10,8,4,8,2,3,1,5,22,102
102,123,171,51,70,127,9,8,4,9,8,4,9,8,4,9,8,4,9,8,4,13,0,3,0,5,20,83
83,173,38,124,87,116,8,8,4,8,8,4,9,7,4,8,8,4,9,7,4,16,2,3,0,4,19,102
102,111,51,160,86,118,9,6,4,7,8,4,7,8,4,8,7,4,8,7,4,18,4,3,0,4,18,127
127,52,134,67,69,128,6,8,4,7,7,4,9,6,3,7,7,4,6,8,4,22,3,4,0,4,17,115
115,52,82,142,86,187,6,7,4,9,5,3,6,7,4,6,7,4,6,7,4,23,6,4,0,4,16,114
114,128,52,67,101,157,6,6,4,6,6,4,6,6,4,8,5,3,6,6,4,24,10,4,0,3,15,131
131,156,82,83,86,140,6,5,4,6,5,4,7,5,3,6,5,4,6,6,3,24,13,5,0,3,14,130
130,101,102,140,87,128,5,5,4,6,5,3,6,4,4,6,4,4,6,6,2,25,15,6,0,3,13,124
124,86,127,100,128,89,6,3,4,6,4,3,4,5,4,6,4,3,6,6,1,25,17,8,0,3,12,153
153,140,133,103,81,187,6,6,0,5,4,3,5,3,4,3,5,4,6,3,3,28,17,9,0,3,11,184
51,29,174,141,53,117,11,8,4,11,8,4,11,8,4,11,8,4,11,8,4,4,3,3,2,5,24,39
